ID;PARENTID;TEXT;LINKTOPICTURE
246;241;Akcesoria do projektorów;https://www.komputronik.pl/category/1488/akcesoria-do-projektorow.html;null
247;234;Tunery | dekodery;https://www.komputronik.pl/category/5500/tunery-dekodery-anteny.html;null
248;247;Tunery DVB-T (Telewizja naziemna);https://www.komputronik.pl/category/6246/tunery-dvb-t.html;null
249;247;Tunery DVB-S (Telewizja satelitarna);https://www.komputronik.pl/category/6256/tunery-satelitarne-dvb-s.html;null
250;247;Tunery DVB-C (Telewizja kablowa);https://www.komputronik.pl/category/12754/tunery-dvb-c.html;null
251;247;Tunery TV USB;https://www.komputronik.pl/category/1222/tunery-telewizyjne-pc.html;null
252;234;Kino domowe;https://www.komputronik.pl/category/1385/kino-domowe.html;null
253;252;Zestawy kina domowego;https://www.komputronik.pl/category/15567/zestawy-kina-domowego.html;null
254;252;Amplitunery;https://www.komputronik.pl/category/15569/amplitunery.html;null
255;252;Wzmacniacze audio;https://www.komputronik.pl/category/15580/wzmacniacze-audio.html;null
256;252;Głośniki soundbar;https://www.komputronik.pl/category/15572/soundbary.html;null
257;252;Kolumny;https://www.komputronik.pl/category/1414/kolumny.html;null
258;252;Subwoofery;https://www.komputronik.pl/category/15576/subwoofery.html;null
259;234;Odtwarzacze video;https://www.komputronik.pl/category/7730/odtwarzacze-video.html;null
260;259;Odtwarzacze DVD;https://www.komputronik.pl/category/1390/odtwarzacze-dvd.html;null
261;259;Odtwarzacze Blu-Ray;https://www.komputronik.pl/category/1404/odtwarzacze-blu-ray.html;null
262;259;Odtwarzacze przenośne;https://www.komputronik.pl/category/1400/odtwarzacze-przenosne.html;null
263;259;Odtwarzacze multimedialne;https://www.komputronik.pl/category/7733/odtwarzacze-multimedialne.html;null
264;234;Sprzęt audio;https://www.komputronik.pl/category/9039/sprzet-audio.html;null
265;264;Amplitunery;https://www.komputronik.pl/category/15569/amplitunery.html;null
266;264;Głośniki bezprzewodowe domowe;https://www.komputronik.pl/category/14235/glosniki-bezprzewodowe-domowe.html;null
267;264;Głośniki przenośne;https://www.komputronik.pl/category/6590/glosniki-przenosne.html;null
268;264;Głośniki soundbar;https://www.komputronik.pl/category/15572/soundbary.html;null
269;264;Gramofony;https://www.komputronik.pl/category/15579/gramofony.html;null
270;264;Kolumny;https://www.komputronik.pl/category/1414/kolumny.html;null
271;264;Mikrofony;https://www.komputronik.pl/category/8083/mikrofony.html;null
272;264;Mikro i Mini Wieże;https://www.komputronik.pl/category/7366/mini-wieze-audio.html;null
273;264;Przetworniki DAC;https://www.komputronik.pl/category/7253/przetworniki-dac.html;null
274;264;Radiobudziki;https://www.komputronik.pl/category/12440/radiobudziki.html;null
275;264;Radia kuchenne;https://www.komputronik.pl/category/18560/radia-kuchenne.html;null
276;264;Radioodtwarzacze;https://www.komputronik.pl/category/5288/radioodtwarzacze.html;null
277;264;Subwoofery;https://www.komputronik.pl/category/15576/subwoofery.html;null
278;264;Słuchawki;https://www.komputronik.pl/category/8077/sluchawki.html;null
279;264;Akcesoria do słuchawek;https://www.komputronik.pl/category/18687/akcesoria-do-sluchawek.html;null
280;264;Wzmacniacze audio;https://www.komputronik.pl/category/15580/wzmacniacze-audio.html;null
281;264;Aparaty słuchowe;https://www.komputronik.pl/category/18615/aparaty-sluchowe.html;null
282;234;Akcesoria RTV;https://www.komputronik.pl/category/15565/akcesoria-rtv.html;null
283;282;Adaptery;https://www.komputronik.pl/category/16573/adaptery.html;null
284;282;Adaptery Wi-Fi;https://www.komputronik.pl/category/15582/adaptery-wifi-smart-tv.html;null
285;282;Akcesoria do dyktafonów;https://www.komputronik.pl/category/8975/akcesoria-do-dyktafonow.html;null
286;282;Anteny;https://www.komputronik.pl/category/8104/anteny-telewizyjne.html;null
287;282;Apple TV;https://www.komputronik.pl/category/12519/apple-tv.html;null
288;282;Kable antenowe;https://www.komputronik.pl/category/16900/kable-antenowe.html;null
289;282;Kable audio;https://www.komputronik.pl/category/16590/kable-audio.html;null
290;282;Kable video;https://www.komputronik.pl/category/16591/kable-video.html;null
291;282;Konwertery satelitarne;https://www.komputronik.pl/category/18547/konwertery-satelitarne.html;null
292;282;Listwy zasilające;https://www.komputronik.pl/category/2680/listwy-zasilajace.html;null
293;282;Mocowania do RTV;https://www.komputronik.pl/category/4841/mocowania-do-rtv.html;null
294;282;Piloty do TV;https://www.komputronik.pl/category/2918/piloty-do-telewizorow.html;null
295;282;Przełączniki i splittery;https://www.komputronik.pl/category/16603/przelaczniki-splittery.html;null
296;282;Przystawki Smart TV;https://www.komputronik.pl/category/15583/dongle-android-tv.html;null
297;234;Odtwarzacze MP3, MP4, iPod;https://www.komputronik.pl/category/1937/odtwarzacze-mp3-mp4-ipod.html;null
298;297;Odtwarzacze MP3;https://www.komputronik.pl/category/6344/odtwarzacze-mp3.html;null
299;297;Odtwarzacze MP4;https://www.komputronik.pl/category/6348/odtwarzacze-mp4.html;null
300;234;Ramki cyfrowe do zdjęć;https://www.komputronik.pl/category/6290/ramki-cyfrowe.html;null
301;300;Wszystkie ramki cyfrowe;https://www.komputronik.pl/category/6290/ramki-cyfrowe.html;null
302;300;Ramki cyfrowe Hama;https://www.komputronik.pl/category/6290/ramki-cyfrowe.html;null?sb=&sd=&sa=&category=6290&pvg=&showProducts=1&showPromoted=0&ot=1803&prod%5B%5D=50;null
303;300;Ramki cyfrowe Intenso;https://www.komputronik.pl/category/6290/ramki-cyfrowe.html;null?sb=&sd=&sa=&category=6290&pvg=&showProducts=1&showPromoted=0&ot=1803&prod%5B%5D=329;null
304;234;Dyktafony cyfrowe;https://www.komputronik.pl/category/1928/dyktafony-cyfrowe.html;null
305;304;Dyktafony;https://www.komputronik.pl/category/1928/dyktafony-cyfrowe.html;null
306;304;Akcesoria do dyktafonów;https://www.komputronik.pl/category/8975/akcesoria-do-dyktafonow.html;null
307;null;AGD;https://www.komputronik.pl/category/6654/sprzet-agd.html;/images/categories/agd.jpg
308;307;Małe AGD do kuchni;https://www.komputronik.pl/category/9961/agd-do-kuchni.html;null
309;308;Blendery;https://www.komputronik.pl/category/17416/blendery.html;null
310;308;Chłodziarki do mleka;https://www.komputronik.pl/category/17346/chlodziarka-do-mleka.html;null
311;308;Czajniki elektryczne;https://www.komputronik.pl/category/6656/czajniki-elektryczne.html;null
312;308;Ekspresy do kawy;https://www.komputronik.pl/category/6658/ekspresy-do-kawy.html;null
313;308;Filtracja wody;https://www.komputronik.pl/category/15475/filtrowanie-wody.html;null
314;308;Frytkownice;https://www.komputronik.pl/category/6659/frytkownice.html;null
315;308;Gofrownice;https://www.komputronik.pl/category/15463/gofrownice.html;null
316;308;Grille elektryczne;https://www.komputronik.pl/category/6684/grille-elektryczne.html;null
317;308;Jajowary;https://www.komputronik.pl/category/16308/jajowary.html;null
318;308;Kombiwary;https://www.komputronik.pl/category/15468/kombiwary.html;null
319;308;Kostkarki do lodu;https://www.komputronik.pl/category/17418/kostkarki-do-lodu.html;null
320;308;Krajalnice;https://www.komputronik.pl/category/6678/krajalnice.html;null
321;308;Maszynki do lodów;https://www.komputronik.pl/category/17364/maszynki-do-lodow.html;null
322;308;Maszynki do mielenia;https://www.komputronik.pl/category/7396/maszynki-do-mielenia.html;null
323;308;Miksery;https://www.komputronik.pl/category/6679/miksery-kuchenne.html;null
324;308;Młynki do kawy;https://www.komputronik.pl/category/7395/mlynki-do-kawy.html;null
325;308;Multicookery;https://www.komputronik.pl/category/14690/multicookery.html;null
326;308;Naleśnikarki;https://www.komputronik.pl/category/17365/nalesnikarki.html;null
327;308;Opiekacze;https://www.komputronik.pl/category/15465/opiekacze.html;null
328;308;Parowary;https://www.komputronik.pl/category/15467/parowary.html;null
329;308;Patelnie elektryczne;https://www.komputronik.pl/category/15469/patelnie-elektryczne.html;null
330;308;Roboty kuchenne;https://www.komputronik.pl/category/6681/roboty-kuchenne.html;null
331;308;Saturatory;https://www.komputronik.pl/category/11595/saturatory-wody-napojow.html;null
332;308;Sokowirówki;https://www.komputronik.pl/category/15506/sokowirowki.html;null
333;308;Spieniacze do mleka;https://www.komputronik.pl/category/16332/spieniacze-do-mleka.html;null
334;308;Suszarki do warzyw i owoców;https://www.komputronik.pl/category/10160/suszarki-do-warzyw-i-owocow.html;null
335;308;Szatkownice;https://www.komputronik.pl/category/17547/szatkownice.html;null
336;308;Szybkowary;https://www.komputronik.pl/category/15470/szybkowary.html;null
337;308;Tostery;https://www.komputronik.pl/category/15466/tostery.html;null
338;308;Wagi kuchenne;https://www.komputronik.pl/category/7338/wagi-kuchenne.html;null
339;308;Wyciskarki;https://www.komputronik.pl/category/15507/wyciskarki-do-sokow.html;null
340;308;Wypiekacze do chleba;https://www.komputronik.pl/category/9269/wypiekacze-chleba.html;null
341;308;Zupowary;https://www.komputronik.pl/category/15508/zupowary.html;null
342;308;Wolnowary;https://www.komputronik.pl/category/18729/wolnowary.html;null
343;308;Jogurtownice;https://www.komputronik.pl/category/18149/jogurtownice.html;null
344;307;Małe AGD do domu;https://www.komputronik.pl/category/9960/male-agd-do-domu.html;null
345;344;Akcesoria do prasowania;https://www.komputronik.pl/category/16154/akcesoria-do-prasowania.html;null
346;344;Akcesoria do mopów parowych;https://www.komputronik.pl/category/12000/akcesoria-do-mopow-parowych.html;null
347;344;Budziki;https://www.komputronik.pl/category/16028/budziki.html;null
348;344;Deski do prasowania;https://www.komputronik.pl/category/11581/deski-do-prasowania.html;null
349;344;Golarki do ubrań;https://www.komputronik.pl/category/18517/golarki-do-ubran.html;null
350;344;Grzejniki;https://www.komputronik.pl/category/15514/grzejniki-elektryczne.html;null
351;344;Higrometry;https://www.komputronik.pl/category/14837/higrometry.html;null
352;344;Klimatyzatory;https://www.komputronik.pl/category/15511/klimatyzatory.html;null
353;344;Maszyny do szycia;https://www.komputronik.pl/category/10824/maszyny-do-szycia.html;null
354;344;Mopy parowe;https://www.komputronik.pl/category/15509/mopy-parowe.html;null
355;344;Oczyszczacze parowe;https://www.komputronik.pl/category/15510/oczyszczacze-parowe.html;null
356;344;Oczyszczacze powietrza;https://www.komputronik.pl/category/15491/oczyszczacze-powietrza.html;null
357;344;Odkurzacze;https://www.komputronik.pl/category/6663/odkurzacze.html;null
358;344;Odkurzacze pionowe;https://www.komputronik.pl/category/15485/odkurzacze-pionowe.html;null
359;344;Party Time;https://www.komputronik.pl/category/12347/party-time.html;null
360;344;Roboty sprzątające;https://www.komputronik.pl/category/17435/roboty-sprzatajace.html;null
361;344;Stacje pogody;https://www.komputronik.pl/category/17394/stacje-pogody.html;null
362;344;Termowentylatory;https://www.komputronik.pl/category/15515/termowentylatory.html;null
363;344;Wentylatory;https://www.komputronik.pl/category/15512/wentylatory-domowe-biurowe.html;null
364;344;Zgrzewarki folii;https://www.komputronik.pl/category/16254/zgrzewarki-do-folii.html;null
365;344;Żelazka;https://www.komputronik.pl/category/6685/zelazka.html;null
366;307;Małe AGD do higieny i pielęgnacji;https://www.komputronik.pl/category/9962/male-agd-do-higieny-pielegnacji.html;null
367;366;Depilatory laserowe;https://www.komputronik.pl/category/15495/depilatory-laserowe.html;null
368;366;Depilatory;https://www.komputronik.pl/category/6657/depilatory.html;null
369;366;Depilatory IPL;https://www.komputronik.pl/category/16095/depilatory-ipl.html;null
370;366;Frezarki do paznokci;https://www.komputronik.pl/category/11778/frezarki-do-paznokci.html;null
371;366;Golarki damskie;https://www.komputronik.pl/category/15493/golarki-damskie.html;null
372;366;Golarki męskie;https://www.komputronik.pl/category/6662/golarki-meskie.html;null
373;366;Irygatory do zębów;https://www.komputronik.pl/category/15502/irygatory-do-zebow.html;null
374;366;Karbownice;https://www.komputronik.pl/category/15498/karbownice.html;null
375;366;Koce elektryczne;https://www.komputronik.pl/category/14840/koce-grzewcze.html;null
376;366;Lokówki;https://www.komputronik.pl/category/15500/lokowki.html;null
377;366;Lusterka;https://www.komputronik.pl/category/15520/lusterka-do-makijazu.html;null
378;366;Masażery do ciała;https://www.komputronik.pl/category/10623/masazery-do-ciala.html;null
379;366;Masażery do stóp;https://www.komputronik.pl/category/15503/masazery-do-stop.html;null
380;366;Maszynki do strzyżenia;https://www.komputronik.pl/category/6897/maszynki-do-strzyzenia.html;null
381;366;Mikrodermabrazja;https://www.komputronik.pl/category/15521/mikrodermabrazja.html;null
382;366;Pasy stymulujące;https://www.komputronik.pl/category/17541/pasy-stymulujace.html;null
383;366;Prostownice;https://www.komputronik.pl/category/6680/prostownice.html;null
384;366;Redukcja podwójnego podbródka;https://www.komputronik.pl/category/15526/sprzet-do-redukcji-podwojnego-podbrodka.html;null
385;366;Sauny;https://www.komputronik.pl/category/15523/sauny-do-twarzy.html;null
386;366;Suszarki;https://www.komputronik.pl/category/7336/suszarki-do-wlosow.html;null
387;366;Suszarko-lokówki;https://www.komputronik.pl/category/7337/suszarko-lokowki.html;null
388;366;Szczoteczki do twarzy;https://www.komputronik.pl/category/15522/szczoteczki-do-twarzy.html;null
389;366;Szczoteczki elektryczne do zębów;https://www.komputronik.pl/category/15501/szczoteczki-do-zebow-elektryczne-irygatory.html;null
390;366;Szczotki;https://www.komputronik.pl/category/15518/szczotki-do-wlosow-elektryczne.html;null
391;366;Termoloki;https://www.komputronik.pl/category/15517/termoloki.html;null
392;366;Trymery;https://www.komputronik.pl/category/15496/trymery.html;null
393;366;Urządzenia do liftingu;https://www.komputronik.pl/category/15525/urzadzenia-do-liftingu.html;null
394;366;Usuwanie zrogowaciałego naskórka;https://www.komputronik.pl/category/15504/usuwanie-zrogowacialego-naskorka.html;null
395;366;Wagi łazienkowe;https://www.komputronik.pl/category/7399/wagi-lazienkowe.html;null
396;366;Wybielanie zębów;https://www.komputronik.pl/category/15519/wybielanie-zebow.html;null
397;366;Zestawy do manicure, pedicure;https://www.komputronik.pl/category/15505/zestawy-do-manicure-pedicure.html;null
398;307;Małe AGD dla zdrowia;https://www.komputronik.pl/category/17543/male-agd-dla-zdrowia.html;null
399;398;Ciśnieniomierze;https://www.komputronik.pl/category/13310/cisnieniomierze.html;null
400;398;Elektroniczne nianie;https://www.komputronik.pl/category/8276/elektroniczne-nianie.html;null
401;398;Inhalatory;https://www.komputronik.pl/category/14844/inhalatory.html;null
402;398;Koce elektryczne;https://www.komputronik.pl/category/14840/koce-grzewcze.html;null
403;398;Lampy lecznicze;https://www.komputronik.pl/category/14841/lampy-lecznicze.html;null
404;398;Podgrzewacze;https://www.komputronik.pl/category/8280/podgrzewacze-do-butelek.html;null
405;398;Pulsometry medyczne;https://www.komputronik.pl/category/14838/pulsometry.html;null
406;398;Sterylizatory;https://www.komputronik.pl/category/10363/sterylizatory.html;null
407;398;Termometry;https://www.komputronik.pl/category/10624/termometry-medyczne.html;null
408;398;Wagi łazienkowe;https://www.komputronik.pl/category/7399/wagi-lazienkowe.html;null
409;307;Duże AGD wolnostojące;https://www.komputronik.pl/category/6672/duze-agd-wolnostojace.html;null
410;409;Chłodziarki do wina;https://www.komputronik.pl/category/15744/chlodziarki-do-wina.html;null
411;409;Kuchenki;https://www.komputronik.pl/category/7966/kuchnie-elektryczne-gazowe.html;null
412;409;Kuchenki mikrofalowe;https://www.komputronik.pl/category/6673/kuchenki-mikrofalowe-wolnostojace.html;null
413;409;Lodówki;https://www.komputronik.pl/category/7545/lodowki-wolnostojace.html;null
414;409;Lodówki turystyczne;https://www.komputronik.pl/category/15745/lodowki-turystyczne.html;null
415;409;Piekarniki wolnostojące;https://www.komputronik.pl/category/7438/piekarniki-wolnostojace.html;null
416;409;Pralki;https://www.komputronik.pl/category/6674/pralki-wolnostojace.html;null
417;409;Pralko-suszarki;https://www.komputronik.pl/category/15214/pralko-suszarki-wolnostojace.html;null
418;409;Suszarki do bielizny;https://www.komputronik.pl/category/14922/suszarki-do-bielizny.html;null
419;409;Zamrażarki;https://www.komputronik.pl/category/7983/zamrazarki-wolnostojace.html;null
420;409;Zmywarki;https://www.komputronik.pl/category/6675/zmywarki-wolnostojace.html;null
421;307;Duże AGD do zabudowy;https://www.komputronik.pl/category/15443/duze-agd-do-zabudowy.html;null
422;421;Ekspresy do kawy do zabudowy;https://www.komputronik.pl/category/15453/ekspresy-do-kawy-do-zabudowy.html;null
423;421;Kuchenki mikrofalowe do zabudowy;https://www.komputronik.pl/category/15447/kuchenki-mikrofalowe-do-zabudowy.html;null
424;421;Lodówki do zabudowy;https://www.komputronik.pl/category/7547/lodowki-do-zabudowy.html;null
425;421;Okapy kuchenne;https://www.komputronik.pl/category/7436/okapy-kuchenne.html;null
426;421;Piekarniki;https://www.komputronik.pl/category/15454/piekarniki-do-zabudowy.html;null
427;421;Płyty grzewcze;https://www.komputronik.pl/category/7442/plyty-grzewcze.html;null
428;421;Pralki do zabudowy;https://www.komputronik.pl/category/15446/pralki-do-zabudowy.html;null
429;421;Pralko-suszarki do zabudowy;https://www.komputronik.pl/category/15448/pralko-suszarki-do-zabudowy.html;null
430;421;Szuflady grzewcze;https://www.komputronik.pl/category/15527/szuflady-grzewcze.html;null
431;421;Zamrażarki do zabudowy;https://www.komputronik.pl/category/7985/zamrazarki-do-zabudowy.html;null
432;421;Zmywarki do zabudowy;https://www.komputronik.pl/category/6677/zmywarki-do-zabudowy.html;null
433;307;Sprzęt do kawy;https://www.komputronik.pl/category/18712/sprzet-do-kawy.html;null
434;433;Ekspresy do kawy;https://www.komputronik.pl/category/6658/ekspresy-do-kawy.html;null
435;433;Kawiarki;https://www.komputronik.pl/category/18573/kawiarki.html;null
436;433;Młynki do kawy;https://www.komputronik.pl/category/7395/mlynki-do-kawy.html;null
437;433;Kawa i napoje w kapsułkach;https://www.komputronik.pl/category/15587/kawa-i-napoje-w-kapsulkach.html;null
438;433;Spieniacze do mleka;https://www.komputronik.pl/category/16332/spieniacze-do-mleka.html;null
439;433;Chłodziarki do mleka;https://www.komputronik.pl/category/17346/chlodziarka-do-mleka.html;null
440;433;Akcesoria do ekspresów;https://www.komputronik.pl/category/15854/akcesoria-do-ekspresow.html;null
441;307;Sprzęt do Sous Vide;https://www.komputronik.pl/category/18276/sprzet-do-sous-vide.html;null
442;441;Cyrkulatory do Sous Vide;https://www.komputronik.pl/category/18293/cyrkulatory-do-sous-vide.html;null
443;307;Uzdatnianie powietrza;https://www.komputronik.pl/category/12705/uzdatnianie-powietrza.html;null
444;443;Aromatyzery;https://www.komputronik.pl/category/15488/aromatyzery.html;null
445;443;Nawilżacze powietrza;https://www.komputronik.pl/category/15489/nawilzacze-powietrza.html;null
446;443;Oczyszczacze powietrza;https://www.komputronik.pl/category/15491/oczyszczacze-powietrza.html;null
447;443;Osuszacze powietrza;https://www.komputronik.pl/category/15490/osuszacze-powietrza.html;null
448;443;Akcesoria do oczyszczaczy;https://www.komputronik.pl/category/14595/akcesoria-do-oczyszczaczy.html;null
449;307;Akcesoria AGD;https://www.komputronik.pl/category/11365/akcesoria-agd.html;null
450;449;Akcesoria do depilatorów;https://www.komputronik.pl/category/18699/akcesoria-do-depilatorow.html;null
451;449;Akcesoria do ekspresów;https://www.komputronik.pl/category/15854/akcesoria-do-ekspresow.html;null
452;449;Akcesoria do golarek męskich;https://www.komputronik.pl/category/7330/akcesoria-do-golarek-meskich.html;null
453;449;Akcesoria do lodówek;https://www.komputronik.pl/category/17399/akcesoria-do-lodowek.html;null
454;449;Akcesoria do lodówek turystycznych;https://www.komputronik.pl/category/17168/akcesoria-do-lodowek-turystycznych.html;null
455;449;Akcesoria do maszynek do mielenia;https://www.komputronik.pl/category/15259/akcesoria-do-maszynek-do-mielenia.html;null
456;449;Akcesoria do oczyszczaczy;https://www.komputronik.pl/category/14595/akcesoria-do-oczyszczaczy.html;null
457;449;Akcesoria do odkurzaczy;https://www.komputronik.pl/category/7331/akcesoria-do-odkurzaczy.html;null
458;449;Akcesoria do okapów kuchennych;https://www.komputronik.pl/category/14063/akcesoria-do-okapow-kuchennych.html;null
459;449;Akcesoria do piekarników;https://www.komputronik.pl/category/7441/akcesoria-do-piekarnikow.html;null
460;449;Akcesoria do prania;https://www.komputronik.pl/category/14061/akcesoria-do-prania.html;null
461;449;Akcesoria do robotów kuchennych;https://www.komputronik.pl/category/7397/akcesoria-do-robotow-kuchennych.html;null
462;449;Akcesoria do szczoteczek;https://www.komputronik.pl/category/17164/akcesoria-do-szczoteczek.html;null
463;449;Akcesoria do zgrzewarek do folii;https://www.komputronik.pl/category/16366/akcesoria-do-zgrzewarek-do-folii.html;null
464;449;Akcesoria do zmywarek;https://www.komputronik.pl/category/14066/akcesoria-do-zmywarek.html;null
465;449;Akcesoria kuchenne;https://www.komputronik.pl/category/14978/akcesoria-kuchenne.html;null
466;449;Kawa i napoje w kapsułkach;https://www.komputronik.pl/category/15587/kawa-i-napoje-w-kapsulkach.html;null
467;null;Dom;https://www.komputronik.pl/category/12617/dom.html;/images/categories/DOM.jpg
468;467;Narzędzia i majsterkowanie;https://www.komputronik.pl/category/12618/narzedzia-domowe-majsterkowanie.html;null
469;468;Agregaty prądotwórcze;https://www.komputronik.pl/category/18392/agregaty-pradotworcze.html;null
470;468;Narzędzia ręczne;https://www.komputronik.pl/category/15301/narzedzia-reczne.html;null
471;468;Elektronarzędzia;https://www.komputronik.pl/category/15532/elektronarzedzia.html;null
472;468;Narzędzia pomiarowe;https://www.komputronik.pl/category/15427/narzedzia-do-pomiarow.html;null
473;468;Narzędzia specjalistyczne;https://www.komputronik.pl/category/17368/narzedzia-specjalistyczne.html;null
474;468;Odzież budowlana;https://www.komputronik.pl/category/18575/odziez-budowlana.html;null
475;467;Sprzątanie;https://www.komputronik.pl/category/15892/do-sprzatania.html;null
476;475;Akcesoria do mopów;https://www.komputronik.pl/category/15965/akcesoria-do-mopow.html;null
477;475;Akcesoria do mopów parowych;https://www.komputronik.pl/category/12000/akcesoria-do-mopow-parowych.html;null
478;475;Akcesoria do prasowania;https://www.komputronik.pl/category/16154/akcesoria-do-prasowania.html;null
479;475;Akcesoria do sprzątania;https://www.komputronik.pl/category/15292/akcesoria-do-sprzatania.html;null
480;475;Chemia gospodarcza;https://www.komputronik.pl/category/15256/chemia-gospodarcza.html;null
481;475;Deski do prasowania;https://www.komputronik.pl/category/11581/deski-do-prasowania.html;null
482;475;Kije;https://www.komputronik.pl/category/15257/kije.html;null
483;475;Miotły, szczotki i szufelki;https://www.komputronik.pl/category/15284/miotly-szczotki-szufelki.html;null
484;475;Mopy;https://www.komputronik.pl/category/15258/mopy.html;null
485;475;Mopy parowe;https://www.komputronik.pl/category/15509/mopy-parowe.html;null
486;475;Myjki do okien;https://www.komputronik.pl/category/15231/myjki-do-okien.html;null
487;475;Oczyszczacze parowe;https://www.komputronik.pl/category/15510/oczyszczacze-parowe.html;null
488;475;Odkurzacze;https://www.komputronik.pl/category/6663/odkurzacze.html;null
489;475;Roboty sprzątające;https://www.komputronik.pl/category/17435/roboty-sprzatajace.html;null
490;475;Suszarki do prania;https://www.komputronik.pl/category/15221/suszarki-do-prania.html;null
491;475;Ściągaczki do szyb;https://www.komputronik.pl/category/18578/sciagaczki-do-szyb.html;null
492;467;Kuchnia;https://www.komputronik.pl/category/15907/do-kuchni.html;null
493;492;Wyposażenie kuchni;https://www.komputronik.pl/category/15909/wyposazenie-kuchenne.html;null
494;492;Przybory do gotowania;https://www.komputronik.pl/category/15931/przybory-do-gotowania.html;null
495;492;Naczynia;https://www.komputronik.pl/category/15964/naczynia.html;null
496;492;Akcesoria do kuchni;https://www.komputronik.pl/category/16518/akcesoria-do-kuchni.html;null
497;492;Radia kuchenne;https://www.komputronik.pl/category/18560/radia-kuchenne.html;null
498;467;Jadalnia;https://www.komputronik.pl/category/16049/do-jadalni.html;null
